   6.420,  31.570,  12.990,  45.550,  16.570,  23.240,  18.160,  53.410,  37.430, 108.650,  23.540,   6.500,  25.990,  29.075,  13.500,   9.540,  78.700,  50.600,  11.090, 
   6.980,  31.210,  12.140,  45.520,  16.920,  23.980,  18.590,  52.480,  36.340, 108.070,  24.420,   6.700,  26.070,  30.920,  13.560,  10.150,  76.250,  51.400,  10.880, 
   6.950,  32.640,  11.700,  46.250,  17.660,  24.550,  18.830,  53.240,  36.410, 109.890,  25.940,   6.830,  26.200,  30.700,  14.170,  10.840,  75.200,  52.240,  11.200, 
   6.710,  32.010,  12.610,  46.930,  17.260,  24.920,  18.870,  51.700,  37.910, 109.500,  26.300,   6.950,  26.790,  31.635,  14.450,  11.440,  78.350,  52.970,  10.960, 
   6.990,  33.490,  13.180,  47.270,  17.900,  25.300,  19.160,  53.850,  37.960, 109.970,  26.960,   7.160,  26.780,  32.390,  14.960,  12.060,  79.500,  53.900,  11.990, 
   7.050,  35.150,  14.080,  47.550,  18.470,  26.240,  18.750,  55.680,  38.770, 114.190,  28.250,   7.370,  27.000,  32.125,  15.220,  12.390,  80.750,  54.940,  12.990, 
   7.430,  34.500,  14.710,  48.100,  18.930,  26.250,  18.490,  56.590,  39.800, 113.850,  28.290,   7.010,  27.020,  32.210,  15.580,  12.590,  80.150,  53.830,  13.430, 
   6.970,  36.450,  14.940,  48.600,  19.090,  26.140,  18.840,  55.350,  39.350, 113.810,  28.280,   6.810,  26.300,  32.605,  15.450,  13.270,  81.900,  54.500,  13.120, 
   7.120,  37.100,  15.740,  48.300,  19.200,  25.750,  18.950,  56.950,  40.350, 114.080,  27.880,   6.850,  26.580,  32.895,  15.380,  12.920,  80.950,  55.100,  13.720, 
   7.050,  36.430,  16.220,  48.200,  19.260,  25.790,  18.710,  57.660,  40.410, 114.860,  28.380,   6.840,  26.760,  33.950,  15.400,  12.730,  80.200,  55.580,  13.700, 
   7.290,  38.000,  16.990,  49.950,  19.580,  26.820,  19.100,  59.860,  39.430, 116.700,  30.050,   7.230,  27.460,  32.975,  14.520,  13.130,  82.300,  55.000,  13.970, 
   9.490,  38.250,  16.540,  50.450,  19.890,  27.460,  19.320,  62.140,  40.560, 114.350,  31.320,   7.850,  27.540,  33.060,  14.920,  13.220,  82.000,  55.280,  15.210, 
   9.050,  37.550,  15.950,  50.090,  20.140,  27.690,  20.300,  60.070,  40.880, 114.750,  30.780,   7.720,  28.360,  32.875,  14.790,  13.490,  84.900,  56.000,  14.830, 
   8.950,  36.900,  16.420,  48.800,  20.020,  26.600,  20.760,  60.000,  41.550, 114.500,  30.630,   8.210,  28.010,  33.270,  14.550,  13.390,  85.950,  55.100,  15.470, 
   9.190,  37.750,  17.400,  49.980,  20.710,  26.920,  21.500,  62.110,  40.850, 115.000,  30.990,   8.590,  27.860,  32.700,  14.870,  13.660,  85.500,  55.750,  16.280, 
   8.600,  36.970,  15.750,  49.550,  19.790,  26.390,  21.270,  59.110,  41.250, 115.400,  29.950,   8.070,  27.220,  32.025,  14.560,  13.250,  85.200,  55.700,  14.890, 
   8.800,  36.470,  16.030,  48.900,  19.150,  25.950,  20.850,  60.860,  41.100, 114.340,  30.810,   8.040,  27.180,  32.360,  14.080,  12.460,  84.650,  55.120,  14.930, 
   9.080,  36.760,  16.240,  49.940,  19.590,  26.360,  20.900,  61.550,  40.450, 115.350,  31.060,   8.390,  27.520,  32.570,  14.410,  12.810,  85.200,  55.830,  15.730, 
  12.210,  37.370,  17.280,  50.810,  19.930,  26.920,  21.390,  65.160,  41.070, 116.330,  31.870,   8.040,  27.400,  31.870,  14.740,  13.300,  85.550,  55.750,  18.070, 
  11.480,  36.760,  18.040,  50.550,  19.700,  26.480,  21.070,  64.770,  41.320, 114.200,  32.310,   7.890,  27.020,  31.400,  14.420,  13.470,  84.150,  55.080,  17.400, 
  11.590,  35.500,  16.700,  47.800,  18.880,  25.990,  20.210,  65.100,  41.070, 112.150,  31.760,   7.550,  26.760,  32.420,  14.120,  13.160,  86.750,  55.000,  16.210, 
  11.150,  35.380,  17.710,  48.360,  19.890,  27.060,  20.260,  66.240,  39.350, 114.430,  32.320,   7.450,  26.790,  32.105,  14.190,  13.810,  88.100,  54.650,  16.700, 
  11.320,  34.900,  16.790,  47.900,  20.440,  27.930,  20.470,  68.070,  39.730, 115.590,  32.660,   7.320,  26.840,  32.385,  14.030,  14.240,  87.450,  55.150,  15.570, 
  10.490,  33.580,  16.090,  46.910,  19.860,  27.660,  19.970,  67.070,  38.500, 114.130,  32.040,   7.340,  26.720,  33.000,  13.700,  13.500,  87.200,  54.580,  15.830, 
  11.930,  34.750,  17.200,  47.830,  20.520,  28.080,  20.000,  69.990,  36.920, 116.640,  32.860,   7.870,  26.870,  34.050,  13.800,  13.740,  87.950,  55.170,  16.960, 
  11.760,  35.830,  18.380,  49.000,  21.540,  29.670,  21.650,  68.980,  37.350, 121.400,  34.610,   8.260,  27.480,  34.325,  15.370,  14.570,  87.850,  56.570,  17.060, 
  12.100,  34.750,  17.940,  49.600,  21.790,  29.410,  22.540,  70.150,  37.550, 120.140,  34.160,   8.400,  27.620,  33.915,  15.900,  14.150,  90.400,  55.620,  19.020, 
  11.710,  32.980,  17.030,  49.210,  21.160,  28.940,  22.350,  67.950,  37.760, 120.400,  33.240,   8.100,  26.900,  33.530,  15.910,  13.390,  88.400,  55.340,  17.670, 
  11.650,  31.000,  16.240,  47.910,  20.740,  28.910,  21.630,  67.000,  37.150, 119.660,  32.950,   7.870,  27.020,  33.660,  15.420,  13.310,  84.500,  54.270,  17.820, 
  12.240,  32.000,  16.780,  48.610,  20.780,  29.060,  22.400,  70.100,  36.800, 121.500,  33.190,   7.810,  26.500,  33.975,  15.110,  13.390,  83.250,  54.080,  18.420, 
  11.910,  32.500,  17.280,  48.150,  20.500,  29.180,  22.240,  69.500,  36.790, 123.200,  34.080,   7.730,  25.640,  33.135,  15.100,  13.490,  82.500,  54.330,  19.140, 
  10.890,  33.290,  16.580,  47.450,  19.010,  28.480,  21.600,  66.160,  37.050, 120.250,  32.570,   6.520,  25.730,  33.720,  14.670,  12.350,  80.750,  53.360,  17.580, 
  11.000,  33.000,  16.330,  46.690,  19.390,  28.120,  20.970,  66.590,  37.050, 121.100,  33.270,   6.110,  26.800,  34.490,  14.570,  12.340,  80.650,  54.060,  17.210, 
  10.810,  33.550,  16.510,  47.370,  19.260,  28.480,  20.790,  69.290,  37.650, 121.340,  33.970,   6.280,  26.060,  34.635,  14.790,  12.620,  85.100,  55.850,  17.860, 
  10.860,  32.750,  17.660,  48.100,  19.620,  28.800,  20.970,  66.810,  38.300, 122.200,  33.810,   6.190,  26.400,  34.745,  15.050,  12.580,  83.250,  55.780,  18.380, 
  10.710,  33.030,  17.010,  50.000,  19.350,  28.650,  20.700,  66.200,  39.720, 123.890,  33.050,   6.000,  26.170,  33.380,  14.920,  12.460,  84.000,  56.280,  17.710, 
  10.150,  32.780,  15.200,  49.710,  18.290,  27.580,  20.550,  63.590,  40.780, 122.700,  31.980,   6.040,  25.650,  33.770,  14.490,  11.850,  89.250,  56.260,  16.220, 
  10.000,  32.370,  15.640,  50.150,  18.190,  27.580,  20.680,  64.990,  40.840, 122.000,  32.410,   6.010,  25.900,  33.635,  14.380,  11.740,  91.750,  57.570,  16.920, 
   9.830,  31.850,  15.850,  49.970,  18.110,  27.770,  20.650,  63.810,  41.350, 121.450,  32.020,   6.090,  25.850,  33.840,  14.339,  11.910,  91.750,  57.130,  16.670, 
  11.100,  31.410,  15.180,  50.220,  18.240,  27.950,  20.600,  66.340,  41.130, 122.400,  32.290,   6.140,  26.100,  33.925,  14.090,  12.220,  91.250,  58.150,  17.510, 
  10.600,  32.430,  15.640,  50.780,  18.490,  27.890,  21.000,  66.170,  40.550, 123.500,  32.670,   6.140,  26.730,  33.935,  13.990,  12.810,  89.950,  58.370,  17.770, 
  10.900,  33.100,  16.040,  51.190,  18.540,  27.730,  20.950,  67.990,  40.950, 122.900,  32.240,   6.180,  26.600,  33.125,  14.060,  12.590,  90.900,  58.350,  18.300, 
  10.820,  32.100,  15.400,  50.480,  18.110,  27.180,  20.720,  66.900,  40.750, 120.960,  31.450,   6.290,  26.470,  33.520,  13.810,  12.300,  90.700,  57.550,  17.740, 
  10.960,  31.600,  15.690,  51.010,  19.230,  27.500,  21.450,  66.170,  40.080, 121.500,  33.000,   6.580,  26.490,  34.615,  13.980,  13.040,  93.500,  58.050,  18.630, 
  11.900,  31.580,  17.000,  51.050,  20.760,  29.030,  22.120,  68.000,  40.950, 123.660,  35.520,   6.930,  26.790,  34.450,  15.290,  13.420,  93.200,  57.980,  19.130, 
  12.250,  31.950,  18.850,  52.000,  20.830,  29.590,  22.700,  68.500,  40.610, 125.600,  35.790,   7.100,  26.990,  34.280,  15.450,  13.930,  91.850,  57.600,  18.900, 
  12.340,  32.680,  19.900,  51.390,  20.530,  29.620,  23.250,  66.800,  40.950, 124.050,  35.270,   6.950,  27.200,  34.690,  15.490,  13.610,  92.400,  57.390,  19.730, 
  11.850,  32.000,  19.830,  49.500,  20.950,  29.640,  22.790,  67.540,  39.360, 124.700,  35.580,   7.190,  27.360,  34.355,  15.750,  13.930,  94.600,  57.840,  19.530, 
  11.530,  31.550,  20.920,  49.790,  20.850,  29.390,  21.800,  66.890,  38.950, 124.490,  35.360,   7.200,  26.880,  34.640,  16.730,  13.580,  93.500,  56.400,  20.250, 
  11.040,  31.400,  20.750,  49.850,  21.000,  29.330,  22.290,  65.990,  38.550, 122.140,  34.650,   7.160,  26.810,  34.305,  16.690,  13.530,  94.500,  57.000,  20.490, 
  11.030,  30.690,  20.350,  49.070,  20.210,  29.000,  21.870,  63.870,  38.610, 120.310,  34.550,   7.040,  26.340,  34.235,  16.270,  13.320,  95.550,  55.800,  20.160, 
  10.110,  29.900,  19.130,  48.880,  19.630,  28.180,  21.370,  63.160,  38.230, 118.050,  34.840,   7.050,  26.020,  34.775,  16.390,  13.060,  94.550,  55.760,  19.010, 
  10.290,  30.030,  19.000,  49.720,  19.680,  28.580,  21.480,  64.030,  37.900, 118.850,  34.680,   6.950,  26.200,  33.935,  16.990,  12.530,  94.100,  56.870,  19.470, 
   9.130,  29.650,  18.080,  48.500,  18.940,  27.570,  20.500,  59.940,  38.710, 117.250,  33.710,   6.890,  26.100,  34.930,  16.580,  12.110,  92.350,  55.500,  17.870, 
   9.710,  30.040,  19.850,  49.900,  19.480,  28.950,  21.240,  61.610,  37.670, 119.900,  34.530,   6.530,  26.480,  33.050,  17.220,  12.370,  91.850,  56.760,  20.120, 
  10.160,  29.580,  18.800,  49.960,  18.850,  28.100,  21.200,  60.180,  38.750, 114.250,  33.480,   6.690,  26.430,  32.230,  16.480,  12.120,  92.650,  56.350,  19.200, 
  12.600,  28.400,  18.160,  49.200,  18.060,  26.700,  21.110,  59.450,  38.680, 110.500,  31.700,   6.700,  26.800,  31.870,  15.940,  10.960,  90.650,  58.010,  18.420, 
  12.470,  28.800,  19.400,  49.500,  18.930,  26.680,  21.390,  59.090,  38.300, 107.900,  32.440,   6.840,  27.400,  32.300,  16.750,  11.270,  90.500,  59.860,  18.440, 
  14.010,  28.020,  20.950,  49.900,  19.050,  27.300,  21.200,  59.820,  37.650, 108.720,  33.200,   6.960,  26.470,  31.900,  17.249,  11.360,  92.450,  59.670,  18.190, 
  14.440,  27.530,  20.260,  49.620,  19.130,  28.440,  21.780,  60.650,  37.550, 109.280,  33.680,   6.780,  25.620,  31.910,  16.690,  11.160,  92.300,  58.400,  18.680, 
  15.500,  27.900,  20.200,  49.310,  19.700,  28.420,  22.140,  59.700,  38.260, 108.150,  33.920,   6.740,  26.380,  31.160,  16.900,  11.110,  92.100,  58.630,  18.700, 
  14.220,  26.700,  19.800,  46.710,  19.010,  27.190,  21.750,  59.320,  38.150, 103.000,  32.680,   6.470,  26.260,  31.425,  16.500,  10.640,  89.050,  57.910,  18.180, 
  13.900,  26.400,  19.380,  47.500,  19.340,  27.570,  21.400,  57.700,  36.460, 105.550,  33.860,   6.550,  26.990,  31.855,  16.620,  10.870,  87.250,  59.720,  17.190, 
  14.190,  26.310,  18.130,  47.400,  19.800,  27.450,  21.060,  59.020,  36.880, 107.860,  35.040,   6.520,  27.180,  31.330,  17.260,  10.760,  88.500,  59.970,  17.240, 
